"cause_area","name","description","address","website","contact_number","email","city"
"women-other","Wildflower Home","Wildflower Home Wildflower Home provides safe shelter, education, health and other services to young single mothers who are either pregnant or have young children. We offer emotional and educational support to
    help them move from crisis and poverty to steady jobs or continuing education after leaving Wildflower Home. Wildflower Home seeks to ensure each mother and child is in a healthy, supportive
    community during and subsequent to leaving our shelter. Contact : infor@wildflowerhome.net Tel : +66-08-9632-8847
    +66-53-386-56","","http://www.wildflowerhome.net/","+66-08-9632-8847"," "," "
"women-other","Women Health Advocacy Foundation","Women Health Advocacy Foundation Women Health Advocacy Foundation aims to promote women's health as well as legal right for women in Thai society.  The foundation also enhances sexuality knowledge among women in Thailand. Contact : Women Health Advocacy Foundation 86/58 Soi 5 Vision Smart City Project Nontaburi 11000 Tel : 02-525-4922-23","","http://www.whaf.or.th","  02-525-4922-23"," "," "
"cambodia","ActionAid","ActionAid ActionAid Cambodia was established in 2004 working with the poorest and most women and children in Cambodia to advance their human rights and transform the world in which their children grow up
    through its various programs which are divided into 5 categories : -         Education -         Food rights -         Women rights -         Child sponsorship -         Disaster and Emergencies ActionAid Cambodia is a part of ActionAid International which aims to finding sustainable solutions to poverty and injustice. Contact :     ActionAid #69, St.242, Sangkat Chaktomuk, Khan Daun Penh, Phnom Penh, Cambodia Tel       :   (855) 23-994-98","","http://www.actionaid.org/","(855) 23-994-98","cambodia@actionaid.org"," "
"cambodia","Angkor Hospital for Children,
Cambodia","Angkor Hospital for Children,
Cambodia Angkor Hospital for Children (AHC) is a Non-profit
pediatric teaching hospital working in cooperation with the Cambodian government to provide free, quality health care to impoverished children in Siem Reap, Cambodia. Contact : Tep Vong (Achamean) Road & Oum Chhay Street,
    Svay Dangkum, Siem Reap
    Cambodia","","http://angkorhospital.org/","+855 (0)","ahc@angkorhospital.org"," "
"cambodia","Banteay Srei","Banteay Srei Banteay Srei is a Cambodian Women’s Non-Governmental Organization that empowers vulnerable woman to improve their political, economic and
    psych-social situation through implementation of community development projects, advocacy work and encouraging men’s participation in addressing issues affecting women. Contact : Head Office in Phnom penh #19B, Street 145, Sangkat Phsar Doeum Tkov, Khann Chamcar Mon, Phnom Penh, Cambodia, PO BOX
    728","","http://banteaysrei.info/","+855 (0)","banteaysrei@online.com.kh"," "
"cambodia","Child's Dream Foundation","Child's Dream Foundation See our review of Child's Dream Child's Dream is a large charity based in Thailand which supports the educational development of disadvantaged children who often do not have access to government schooling or adequate schooling
    due to their living in marginalised and undeveloped areas. Those areas are predominantly, border areas in Thailand, Myanmar, Cambodia and Laos.   Child's Dream is addressing these
    issues via its three Focus Areas: Health, Basic Education and Higher Education. Child's Dream has an office (Oct-10 Established in 2010) in Cambodia. Cambodia Branch: CDCO - Child's Dream Cambodia Organisation
    Address: No. 160, National Road No 6, Krous Village, Sangkat Svay Dangkum, Siem Reap City, Siem Reap, Cambodia. In Cambodia, aim to increase school enrolment rates in remote areas while decreasing
    drop-out rates by building both primary and secondary schools.
    To date they have built many schools to increase access to basic education in
    remote areas. They have also rolled out a high school scholarships programme to
    allow students to advance their studies. They have complimented their projects by
    building playgrounds and water systems. In 2012 Child's Dream spent the equivalent of THB 8M on projects in Cambodia.","Cambodia Branch: CDCO - Child's Dream Cambodia Organisation
     No. 160, National Road No 6, Krous Village, Sangkat Svay Dangkum, Siem Reap City, Siem Reap, Cambodia.","http://childsdream.org/ Cambodia Projects  can be seen  at http://childsdream.org /projects/cambodia/","+855(0)63 763","info@childsdream.org"," "
"cambodia","Cambodian Children's Fund","Cambodian Children's Fund Mr. Scott Neeson  Chairman Ms. Jeanine Braithwaite  Secreatry Cambodian Children Fund, founded in 2004, provides education, health care, nutrition and safe shelter to vulnerable children from Cambodia's most destitute communities.  The Fund offers
    education, health care, nutrition and safe shelter. The fund supports for more than 1,800 students and assists 10,000 people annually through health and nutrition progams. The founder, is Mr. Scott Neeson, former Film Executive of 20th Century Fox International. Cambodian Children's Fund                    Cambodian Children's Fund 2461 Santa Monica Blvd.                       P.O.Box 111 PMB 833, Santa Monica                        Phnom Penh CA 90404, United State of America         Cambodia Phone  +1 310 399 5220                       Phone +855 023 988 999 Fax     +1 310 399 5221 CCF Australia, Suite 89, 78 William Street, Sydney, NSW, 2011 info@ccf-australia.org, donate@ccf-australia.org CCF is independently audited every year to meet US accounting standards. Cambodian Children’s Fund is a U.S.-registered 501(c)3 not-for-profit organization no. 20-0764162. All US donations are tax-deductible to the fullest extent of the law.","","http://www.cambodianchildrensfund.org http://www.ccf-australia.org","+1 310 399 5220                       "," "," "
"cambodia","Cambodian Children's Advocacy Foundation (CCAF)","Cambodian Children's Advocacy Foundation (CCAF) Mr. Hing Channarith : Founder and CEO Ms. Fran Lambrick   : Co-Founder (British) The Cambodian Children's Advocacy Foundation (CCAF) is a Cambodian
    not-for-profit and non-govermental organization.  CCAF was established in early 2006 with its purpose was to creat a NGO to provide a mean to educate children, help in reduction of poverty
    by addressing its root causes and to assist the Cambodian government in providing services for the most vulnerable segment of Cambodian society. CCAF strives to combine early childhood education,
    varied community development programs and economic assistance to address the root causes of society. CCAF's target group for helping, education development are children,
    widows, Land-mine victim and disabled people through funding from donors. The Cambodian Children's Advocacy Foundation (CCAF) is registered with the Ministry of Interior (License number 419, on March 28, 2006.  of the Royal Government of Cambodia. Contact : Cambodian Children's Advocacy Foundation
    (CCAF) 205 Street 2001,
    Sangket Kakeb, Kan Posenchey,
    Phanom Penh Cambodia PO.Box 850, Postal
    Code 12000 Tel          : +655 23 890 166 Mobile      : +855 16 811 720","","http://www.ccaf-khmer.org","+655 23 890 166 "," "," "
"cambodia","Cambodian Children's Dream Foundation (CCDO)","Cambodian Children's Dream Foundation (CCDO) Ms.
    Jenni Lipa  : Founder and President Cambodian Children's Dream Foundation is a not-for-profit organization which base is in United
    State of America, it is a US registered-charity with a 501(3) not-for-profit organization.  Also, the CCDO registered with the United Kingdom Charity Commission in December
    2011. The
    CCDO's mission is to promote sustainable village development in partnership with Cambodian people by helping to provide health care with nutrition from birth onwards with education opportunities
    and economic environment as well as increasing awareness of environmental and social responsibility among Cambodian families and communities with providing tools to improve life quality and to
    reach highest potentials. The
    CCDO runs by volunteers, 91% of money raised for the foundation will go to funding various projects through the CCDO. Contact : USA
                                                           
      Cambodia Cambodian Children's Dream Foundation            Cambodian Children's Dream Foundation 240
    Easth 85th St. #2                                   T62 Taproum St. New
    York NY 10028 USA                                 Borei Brom Brey Seim Reap, Cabodia Tel :
    +1917721-8588                                     Tel : +855 95588832","","http://www.cambodianchildsdream.org/","+1917721-8588                                     ","usa@theccdo.org cambodia@theccdo.org"," "
"cambodia","Cambodian Development for Mission for Disability (CDMD)","Cambodian Development for Mission for Disability (CDMD) Mr. Kho Huoth  : Chairman Mr. Nhip Thy    : Executive Director CDMD is an independent Cambodian non-government organization working
    towards an inclusive, barrier free and right based society for people with disabilities, which was founded in 2007. CDMD's mission is to coordinate and build capacities of people with disabilities, communities and stakeholders to provide equal opportunity for peaple with disabilities to fully participate in
    all development efforts. CDMD contributes to the promotion rights and equal opportunities of
    person with disabilities by coordinating services through communities base approaches in 26 districts of five provinces of Cambodia.  A comprehensive Community Based Rehability services will be provided to disabled persons and their families.
     The services criteria under the CBR are able to identify in five categories. - Health - Education - Livelihood - Social - Empowerment Contact :  CDMD-Cambodian Development Mission for
    Disability 43 Wat
    sarawoan, St. 178                   P.O.Box 14000 Chey Chumneas, duan Penh                 Phanom Penh, Cambodia Phanom Penh,
    Cambodia                or   : CCC Box. 501 Tel       :   +855 23 211 732","","http://www.cdmdcambodia.org/","+855 23 211 732","info@cdmdcambodia.org"," "
"cambodia","Cambodia Global Action
    (CGA)","Cambodia Global Action
    (CGA) Cambodia Global Action  is a local Cambodia NGO, not-for-profit and non-political organization which was established in  2004 and legally registered at the Ministry of Interior of the
    Royal Government of Cambodia. CGA aims to holistically develop Cambodian communities to reach  a sustainable transformation in their communities and bringing the relief through its 4 main programs - Communities Health Education (CHE) - Salamom Program - Care for Orphans - Communities Development Project Sustainability Contact : Cambodia Global Action N#45, Street 528, Boeng Kok 1, Tuol Kork, Phnom Penh, Cambodia Tel       :   +855 (0)23 885 735 +855 (0) 12 974 983","","http://www.cambodiaglobalaction.org/","+855 (0)23"," "," "
"cambodia","Cambodia International Education Support Foundation","Cambodia International Education Support Foundation Cambodia International Education Support Foundation (CIESF) was
    established in 2008 which its aims to encourage the development of Cambodia education including encouraging Cambodian entrepreneurs to involve in diverse national and international projects can
    lead to better Cambodian economy. Cambodia International Education Support Foundation Japan Head Quarter From Five 302, 3-17-1, Minami Aoyama, Minato-ku, Tokyo 107-0062 Tel: +81-3-6439-5990 / Fax: 03-6439-5991 NGO CIESF Cambodia 3rd Floor The iCON Professional Building, 216 Norodom Blvd., Tonle Bassac, Chamkamorn, Phnom Penh, Cambodia Tel & Fax: +855-23-216-434","","http://www.ciesf.org/","+81-3-6439-5990","info@ciesf.org info@ciesf.org"," "
