UEN No,Charity Status,Date of Charity Registration,IPC Status,IPC Period,Website,Details URL,country,name,address,cause_area
S98SS0092J,Registered,21/05/1999,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MmE1NDgxMDUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Foo Hai Buddhist Cultural and Welfare Association,87 Geylang East Avenue 2   Singapore 389753,Social and Welfare
S92SS0110D,Registered,02/12/1992,Not applicable,Not applicable,www.foohai.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjI1NDgxMDUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Foo Hai Ch'an Monastery,87 GEYLANG EAST AVENUE 2     Singapore 389753,Religious
S87CC0483E,Registered,26/08/1987,Not applicable,Not applicable,http://www.foochowmc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDBlNjFjY2EtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,FOOCHOW METHODIST CHURCH,70 BARKER ROAD #4-2  Singapore 309936,Religious
200721064R,Registered,01/08/2008,Live,From 01/11/2016 To 31/10/2018,http://www.foodheart.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGFlZGUxMzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,FOOD FROM THE HEART,4 BATTERY ROAD #25-01 BANK OF CHINA BUILDING Singapore 049908,Social and Welfare
T07SS0006H,Registered,18/04/2006,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWM1NTk2NDYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Fook Tet Soo Hakka Temple,50H Palmer Road   Singapore 079426,Religious
S82SS0043B,Registered,29/03/2011,Live,From 08/06/2016 To 07/06/2019,http://www.fas.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Mzg1OTlkNWQtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Football Association of Singapore,100 Tyrwhitt Road #01-02 Jalan Besar Stadium Singapore 207542,Sports
201329363K,Registered,06/06/2014,Live,From 14/08/2017 To 13/08/2020,www.footballplus.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDNlMWI1MDMtODFhNi1lMzExLWFkYjUtMDA1MDU2YTQxZjJk,Singapore,FOOTBALLPLUS LTD.,10 LORONG 27A GEYLANG #02-01  Singapore 388107,Sports
T05SS0103A,Registered,21/11/2007,Live,From 01/12/2017 To 30/11/2018,http://www.fast.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjBhZjRkYzEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Foreign Domestic Worker Association for Social Support and Training (FAST),2985 JALAN BUKIT MERAH #01-1B JAPAN SINGAPORE TRAINING CENTRE Singapore 159457,Social and Welfare
201331258E,Registered,26/01/2016,Not applicable,Not applicable,http://www.forumforthefuture.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmViZmU1OGQtMzg1MS1lNTExLTllNjQtMDAwYzI5ZjYzOWJh,Singapore,FORUM FOR THE FUTURE ASIA PACIFIC LIMITED,4 ROBINSON ROAD #05-01 THE HOUSE OF EDEN Singapore 048543,Others
201303721C,Registered,19/09/2014,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MGEwNTU0NDctMzcxMy1lNDExLTk1YTQtMDA1MDU2YTQxZjJk,Singapore,FOUNDATION FOR THE ARTS AND SOCIAL ENTERPRISE LIMITED,15 BEACH ROAD #04-03 BEACH CENTRE Singapore 189677,Arts and Heritage
199300813R,Registered,26/03/1994,Live,From 01/02/2017 To 31/07/2019,http://rotarysingaporefoundation.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGFlNDVmZWYtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,FOUNDATION OF ROTARY CLUBS (SINGAPORE) LTD,133 NEW BRIDGE ROAD #04-03 CHINATOWN POINT Singapore 059413,Social and Welfare
S92CC0900J,Registered,15/09/1992,Not applicable,Not applicable,fmm-mysg.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWY1NDgxMDUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,FRANCISCAN MISSIONARIES OF MARY,49-D HOLLAND ROAD  Maris Stella Convent Singapore 258852,Social and Welfare
S61SS0112D,Registered,17/01/1986,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDNlNjBmOGEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Free Christian Church of Singapore, The",140 Mackenzie Road   Singapore 228720,Religious
200404897E,Registered,23/11/2004,Not applicable,Not applicable,http://www.freecomchurch.org/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTcwMjgxZDAtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,FREE COMMUNITY CHURCH LTD.,14 ROBINSON ROAD #13-00 FAR EAST FINANCE BUILDING Singapore 048545,Religious
201503391Z,Registered,11/06/2015,Not applicable,Not applicable,www.freefood.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Njk1MDA3ZjYtZmVjNS1lNDExLWEwZmUtMDAwYzI5ZjYzOWJh,Singapore,FREE FOOD FOR ALL LTD.,20 UPPER CIRCULAR ROAD #02-10/12 THE RIVERWALK Singapore 058416,Social and Welfare
S94SS0050K,Registered,15/08/1995,Not applicable,Not applicable,http://www.fpchurch.org.uk/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2E2ZGJjNmEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Free Presbyterian Church of Scotland (Singapore),4 Chuan Place   Singapore 554822,Religious
T00SS0207F,Registered,01/05/2007,Not applicable,Not applicable,http://www.fds.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmY2MTUyZmYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Friends of the Disabled Society,75 WHAMPOA DRIVE #01-374 WHAMPOA COURT Singapore 320075,Social and Welfare
201127710M,Registered,20/10/2011,Live,From 26/05/2016 To 25/05/2018,www.frontierdanceland.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjM4NjRiNTMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,FRONTIER DANCELAND LTD.,90 GOODMAN ROAD #02-51 GOODMAN ARTS CENTRE Singapore 439053,Arts and Heritage
T02SS0162J,Registered,12/11/2004,Not applicable,Not applicable,www.fruitfulvine.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTZiNWY0ZDMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,FRUITFUL VINE CHURCH,1 UBI CRESCENT #06-04 NUMBER ONE BUILDING Singapore 408563,Religious
S87SS0075A,Registered,12/10/1994,Not applicable,Not applicable,http://www.sbws.org.sg/4i_bcc.html,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDllNjE0YjEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Fu Hui Buddhist Cultural Centre,105 PUNGGOL ROAD   Singapore 546636,Religious
S85SS0076J,Registered,16/05/1990,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDA2MTUyZmYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,FUAN TEMPLE,12 JURONG WEST STREET 76   Singapore 648349,Religious
S92SS0026E,Registered,01/10/1992,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDU2MTUyZmYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Fuk Tuck Chee Association,177 Toa Payoh Lorong 7   Singapore 319318,Religious
S86SS0084E,Registered,14/03/1990,Not applicable,Not applicable,www.fgasingapore.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzI2ODM4NjYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,FULL GOSPEL ASSEMBLY,15 PLAYFAIR ROAD #03-01  Singapore 367987,Religious
S97SS0003K,Registered,31/08/2002,Not applicable,Not applicable,http://singgospel.onmam.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjRlNjBmOGEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Full Gospel Korean Church (Singapore),7 Armenian Street Bible House #06-01  Singapore 179932,Religious
S89SS0080C,Registered,26/05/1995,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTdhOGFkZmEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Fung Huo Yuan Temple,148A Paya Lebar Road   Singapore 409018,Religious
S86SS0054A,Registered,25/05/1988,Not applicable,Not applicable,www.galileebpchurch.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzcyZWM5NWYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Galilee Bible-Presbyterian Church,202 Pandan Gardens   Singapore 609338,Religious
T16CC0001J,Registered,03/02/2016,Live,From 01/03/2016 To 28/02/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmYzMDcxMjktZDZjMy1lNTExLWE3ZGMtMDAwYzI5ZjYzOWJh,Singapore,GAMBAS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,431A YISHUN AVENUE 1 #01-507  Singapore 761431,Community
S88SS0004H,Registered,30/06/1988,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2Q4OTUyMzctN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GANG TIAN DA DI TEMPLE,NO.11 LORONG BACHOK   Singapore 387785,Religious
S96SS0066A,Registered,28/03/2003,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2U4NmU1ZTYtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GAO LIN GONG TEMPLE,791 ANG MO KIO AVENUE 1   Singapore 569974,Religious
T02CC1634C,Registered,19/11/2002,Live,From 01/07/2016 To 30/06/2019,http://www.gardencityfund.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGFlMmFhNTktN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GARDEN CITY FUND,1 CLUNY ROAD  C/O NATIONAL PARKS BOARD Singapore 259569,Others
201132829N,Registered,26/03/2012,Live,From 01/04/2017 To 31/03/2020,www.gardensbythebay.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGNjZjIwODUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GARDENS BY THE BAY,1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989,Others
S86SS0013G,Registered,27/03/2006,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2YwOTBkYzEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Geck Hong Temple,35 Lorong 26 Geylang   Singapore 398500,Religious
201314600E,Registered,20/06/2016,Not applicable,Not applicable,www.gemnsc.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGZkZmI0ZGMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GEM NEW START CENTRE LIMITED,24 RAFFLES PLACE #24-03 CLIFFORD CENTRE Singapore 048621,Social and Welfare
S62SS0040H,Registered,19/12/1984,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmVkZmI0ZGMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,General Board of True Jesus Mission,17-B Lorong 17 Geylang   Singapore 388547,Religious
S88CC0553H,Registered,22/01/1988,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGM3NTE3YWUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GENERAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE,70 BARKER ROAD #4-2 METHODIST CENTRE Singapore 309936,Religious
S86CC0353E,Registered,08/07/1986,Live,From 01/10/2016 To 30/09/2018,http://www.ncss.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmYyOGYwODItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GENERAL WELFARE FUND,512 THOMSON ROAD #14-00 MSF BUILDING Singapore 298136,Social and Welfare
S72SS0010G,Registered,08/11/1985,Not applicable,Not applicable,http://www.gess.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjU1OTM5NGItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GERMAN EUROPEAN SCHOOL SINGAPORE (DEUTSCHE EUROPAEISCHE SCHULE SINGAPUR),72 BUKIT TINGGI ROAD  GERMAN EUROPEAN SCHOOL SINGAPORE Singapore 289760,Education
S93SS0067D,Registered,30/06/1995,Not applicable,Not applicable,evkirche.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzdiYjQxMWItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,German Speaking Protestant Congregation In Singapore,4 ANGKLONG LANE #01-09 FABER GARDEN CONDOMINIUM Singapore 579979,Religious
S86SS0037A,Registered,13/01/1992,Not applicable,Not applicable,http://www.gs.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjM4NmVmYzMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Gerontological Society,89 SHORT STREET #08-08 GOLDEN WALL CENTRE Singapore 188216,Social and Welfare
201227734E,Registered,09/05/2014,Not applicable,Not applicable,http://gess.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDk2MzJkODktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GESS FUND LTD.,72 BUKIT TINGGI ROAD   Singapore 289760,Education
S95SS0088J,Registered,30/07/1998,Not applicable,Not applicable,http://www.gethsemanebpc.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Njg2ODRhZDYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Gethsemane Bible-Presbyterian Church,510 GEYLANG ROAD #02-06  Singapore 389466,Religious
S87CC0529H,Registered,11/11/1987,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTYxZGYyZTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GEYLANG CHINESE METHODIST CHURCH,52 ALJUNIED ROAD   Singapore 389820,Religious
T01SS0110J,Registered,24/06/1986,Live,From 01/08/2016 To 31/07/2019,http://www.geha.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmNjODA5MTgtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Geylang East Home For The Aged,97 Aljunied Crescent #01-439  Singapore 380097,Social and Welfare
198303071W,Registered,16/03/1999,Not applicable,Not applicable,http://www.geylangefc.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YWZiOWQ3MDYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GEYLANG EVANGELICAL FREE CHURCH LTD,3 ANSON ROAD #07-01 SPRINGLEAF TOWER Singapore 079909,Religious
S81SS0003K,Registered,27/05/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzFlZGUxMzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Geylang New Testament Church,4A Lorong 32 Geylang Road   Singapore 398267,Religious
S92CC0856H,Registered,13/01/1992,Live,From 01/04/2017 To 31/03/2020,http://www.pa.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDlkNzc3ZjUtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GEYLANG SERAI CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,99 HAIG ROAD   Singapore 438748,Community
S81SS0035F,Registered,11/09/1992,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTQ2ZWRjN2UtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Geylang United Temple,103 Eunos Road 5   Singapore 409352,Religious
T00CC1425B,Registered,08/03/2000,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjM2ODM4NjYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GIOK HONG TIAN TEMPLE,495 HAVELOCK ROAD   Singapore 169635,Religious
S67SS0005D,Registered,22/03/1985,Live,From 01/09/2015 To 31/08/2018,http://www.girlguides.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDM2MjBhNjYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Girl Guides Singapore,9 BISHAN STREET 14  SINGAPORE GIRLS GUIDE ASSOCIATION Singapore 579785,Education
S61SS0001A,Registered,23/04/1985,Live,From 01/09/2016 To 31/08/2019,http://www.gb.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNhMmYzYzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Girls' Brigade, Singapore , The",795 Upper Serangoon Road  Girls' Brigade Centre Singapore 534667,Education
201201657N,Registered,24/04/2013,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2E4OTQxZDAtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GK1WORLD (SINGAPORE) LTD.,352 TANGLIN ROAD #01-02 TANGLIN INTERNATIONAL CENTRE Singapore 247671,Others
T08SS0168D,Registered,26/01/2010,Not applicable,Not applicable,www.gkysingapore.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTkwNzI1MjQtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GKY (SINGAPORE) CHURCH,190 MIDDLE ROAD #12-01A FORTUNE CENTRE Singapore 188979,Religious
T06SS0197B,Registered,16/12/2009,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTY4NmY1ZWMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Glad Tidings Gateway,1&3 Valley Road   Singapore 534449,Religious
S91CC0817A,Registered,28/06/1991,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDJkNzc3ZjUtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GLAXOSMITHKLINE-EDB HRD FUND,250 North Bridge Road #18-00 RAFFLES CITY TOWER Singapore 179101,Others
T05SS0028L,Registered,12/12/2013,Live,From 05/08/2016 To 04/08/2018,http://www.unglobalcompact.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2RiMDI0YzQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Global Compact Network Singapore,160 ROBINSON ROAD #06-01 SINGAPORE BUSINESS FEDERATION CENTER Singapore 068914,Others
201428805R,Registered,14/03/2016,Not applicable,Not applicable,www.therice.sg/culture,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDM4ZjUyMGUtYzY5YS1lNDExLWE1ZGUtMDA1MDU2YTQxZjJk,Singapore,GLOBAL CULTURAL ALLIANCE LIMITED,181 ORCHARD ROAD #10-01 ORCHARD CENTRAL Singapore 238896,Arts and Heritage
200301352N,Registered,19/08/2004,Not applicable,Not applicable,http://www.globalindianedu.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmIwNTU3ZTktNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GLOBAL INDIAN FOUNDATION LTD.,1 MEI CHIN ROAD   Singapore 149253,Education
S94SS0034F,Registered,17/01/1997,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjBjOTliNzYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Global Reachout,730 Upper Serangoon Road #02-01 Yeley Bldg Singapore 534613,Religious
S97SS0056A,Registered,24/11/1998,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2UyNTU2YjUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Glory Centre,540 Hougang Avenue 8 #01-1231  Singapore 530540,Religious
T04SS0029B,Registered,21/05/2004,Not applicable,Not applicable,www.glorycentre.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWYzZDZjMzgtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Glory Centre Community Services Association,540 Hougang Ave 8 #01-1231  Singapore 530540,Social and Welfare
S89SS0048F,Registered,01/12/1990,Not applicable,Not applicable,http://www.gloryjoy.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmM4NzVjYTQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Glory Joy Christian Church,589A Sembawang Place   Singapore 757778,Religious
T06SS0151F,Registered,20/08/2009,Not applicable,Not applicable,http://www.glorymission.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDQyODBiYmUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Glory Korean Methodist Church (Singapore), The",60 Stevens Road  Metropolitan YMCA Singapore Singapore 257854,Religious
T14SS0059J,Registered,21/11/1991,Not applicable,Not applicable,www.glorypc.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmFiM2VjZTgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Glory Presbyterian Church,9 PEI WAH AVENUE  GLORY PRESBYTERIAN CHURCH Singapore 597611,Religious
S95SS0117B,Registered,11/03/1997,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTYxZmZjNDQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,GLORY SANCTUARY,61 KAKI BUKIT AVENUE 1 #06-24 SHUN LI INDUSTRIAL PARK Singapore 417943,Religious
T04SS0058K,Registered,07/09/2004,Not applicable,Not applicable,www.godatwork.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTNjNjUyZTgtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,God@Work,18A Penhas Road   Singapore 208182,Religious
T08SS0009A,Registered,07/01/2010,Not applicable,Not applicable,http://www.gk611.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODRkNmQyMmItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,God's Kingdom Bread of Life Church,37 JALAN PEMIMPIN #01-10 MAPEX Singapore 577177,Religious
S97SS0042A,Registered,06/08/1998,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWEwNTAxNDAtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"God's Place, Faith City Church (Singapore)",95 Cashew Road #16-03 Cashew Heights Singapore 679666,Religious
199403740Z,Registered,08/08/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YWJmZGE1MjctNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GOH FOUNDATION LIMITED,1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989,Social and Welfare
200818254M,Registered,03/11/2008,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGFiYmJmNGMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,GOH KENG SWEE FOUNDATION LTD.,9 BATTERY ROAD #15-01 STRAITS TRADING BUILDING Singapore 049910,Others
