address,city,contact_number,country,description,email,name,website
"Jl.Raden Intan No. 87, Tanjungkarang
Bandar Lampung 35118 - LAMPUNG",,0721-252756,Indonesia,"['Jl.Raden Intan No. 87, Tanjungkarang', 'Bandar Lampung 35118 - LAMPUNG', 'Ph. 0721-252756 Fax. 0721-256138', 'Email: daud@indo.net.id']",daud@indo.net.id,Yayasan Pembinaan Sosial Katolik(YPSK),
"Jl. Elang Raya IV Gg. Perumnas Bukit Merapi
Pangkal Pinang KOTA PANGKAL PINANG - KEPULAUAN BANGKA BELITUNG",,0717-422833,Indonesia,"['Jl. Elang Raya IV Gg. Perumnas Bukit Merapi', 'Pangkal Pinang KOTA PANGKAL PINANG - KEPULAUAN BANGKA BELITUNG', 'Ph. 0717-422833; 08127373706 ', 'Email: zubaidah_23@ymail.com']",zubaidah_23@ymail.com,Perlindungan dan Pemberdayaan Hak-Hak Perempuan(P2H2P),
"Jalan H. Usman No.190 RT 1 RW 2, Jagakarsa
Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA",,021-22712653,Indonesia,"['Jalan H. Usman No.190 RT 1 RW 2, Jagakarsa', 'Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-22712653 ', 'Web: www.aksamalafoundation.org']",,Aksamala Foundation(Aksamala),www.aksamalafoundation.org
"Jl. Kelapa Merah No.2 rt 15/rw 12, Kel. Utan Kayu Selatan, Matraman
Jakarta 13150 - DKI JAKARTA",,021- 8567935,Indonesia,"['Jl. Kelapa Merah No.2 rt 15/rw 12, Kel. Utan Kayu Selatan, Matraman', 'Jakarta 13150 - DKI JAKARTA', 'Ph. 021- 8567935 Fax. 021-  8567935', 'Email: api_bumie@yahoo.co.id; seknas@api.or.id', 'Web: www.api.or.id']",api_bumie@yahoo.co.id; seknas@api.or.id,Aliansi  Petani Indonesia(API),www.api.or.id
"Jl. Ketang-Ketang No.9 Rt.03/07 Kelurahan Jati
Jakarta KOTA JAKARTA TIMUR - DKI JAKARTA",,021- 29568913,Indonesia,"['Jl. Ketang-Ketang No.9 Rt.03/07 Kelurahan Jati', 'Jakarta KOTA JAKARTA TIMUR - DKI JAKARTA', 'Ph. 021- 29568913 ', 'Email: agra.pusat@gmail.com', 'Web: agraindonesia.org']",agra.pusat@gmail.com,Aliansi Gerakan Reforma Agraria(Agra),agraindonesia.org
"Jl. Kembang Raya No.6
Kwitang Senen
Jakarta 10420 - DKI JAKARTA",,021-3151214,Indonesia,"['Jl. Kembang Raya No.6\nKwitang Senen', 'Jakarta 10420 - DKI JAKARTA', 'Ph. 021-3151214 Fax. 021-3151261', 'Email: sekretariat@aji.or.id', 'Web: www.aji.or.id']",sekretariat@aji.or.id,Aliansi Jurnalis Independen(AJI),www.aji.or.id
"Jalan Tebet Timur Dalam Raya No.11A Kel. Tebet Timur, Kec. Tebet
Jakarta 12820 - DKI JAKARTA",,021- 8297954,Indonesia,"['Jalan Tebet Timur Dalam Raya No.11A Kel. Tebet Timur, Kec. Tebet', 'Jakarta 12820 - DKI JAKARTA', 'Ph. 021- 8297954; 081586386018; 83706282 Fax. 021-8297954', 'Email: rumahaman@cbn.net.id; eramus@aman.or.id', 'Web: www.aman.or.id;']",rumahaman@cbn.net.id; eramus@aman.or.id,Aliansi Masyarakat Adat Nusantara(AMAN),www.aman.or.id;
"Jl. Pedati Raya 20 RT007/RW09
Jakarta 13350 - DKI JAKARTA",,021-8191623,Indonesia,"['Jl. Pedati Raya 20 RT007/RW09', 'Jakarta 13350 - DKI JAKARTA', 'Ph. 021-8191623 Fax. 021-8900670;85905262', 'Email: yappika@indosat.net.id', 'Web: www.yappika.or.id']",yappika@indosat.net.id,Aliansi Masyarakat Sipil untuk Demokrasi(YAPPIKA),www.yappika.or.id
"Jl. Tebet Barat Dalam IV L No.7A
Jakarta 12810 KOTA JAKARTA SELATAN - DKI JAKARTA",,,Indonesia,"['Jl. Tebet Barat Dalam IV L No.7A', 'Jakarta 12810 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Email: info@aliansiremajaindependen.org', 'Web: www.aliansiremajaindependen.org']",info@aliansiremajaindependen.org,Aliansi Remaja Independen(ARI),www.aliansiremajaindependen.org
"Gedung E Lantai 19
Kementerian Pendidikan dan Kebudayaan 
Jl. Jenderal Sudirman Senayan
Jakarta KOTA JAKARTA PUSAT - DKI JAKARTA",,021-57851100,Indonesia,"['Gedung E Lantai 19\nKementerian Pendidikan dan Kebudayaan \nJl. Jenderal Sudirman Senayan', 'Jakarta KOTA JAKARTA PUSAT - DKI JAKARTA', 'Ph. 021-57851100 Fax. 021-57851101', 'Email: secretariat@acdp-indonesia.org', 'Web: www.acdp-indonesia.org']",secretariat@acdp-indonesia.org,Analytical and Capacity Development Partnership-Indonesia(ACDP-Indonesia),www.acdp-indonesia.org
"Jl. Sam Ratulangi No.2
Menteng
Jakarta 10350 - DKI JAKARTA",,021-31924828,Indonesia,"['Jl. Sam Ratulangi No.2\nMenteng', 'Jakarta 10350 - DKI JAKARTA', 'Ph. 021-31924828 Fax. 021-31926078', 'Email: secretariat@aseanfoundation.org; niko@aseanfoundaion.org', 'Web: www.aseanfoudation.org']",secretariat@aseanfoundation.org; niko@aseanfoundaion.org,Asean Foundation(Asean Foundation),www.aseanfoudation.org
"Teras Sebelah
Jl. Jeruk Purut No.11 Cilandak
Jakarta 12560 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-78836417,Indonesia,"['Teras Sebelah\nJl. Jeruk Purut No.11 Cilandak', 'Jakarta 12560 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-78836417 ', 'Email: kontak@aimi-asi.org', 'Web: www.aimi.org']",kontak@aimi-asi.org,Asosiasi Ibu Menyusui Indonesia(AIMI),www.aimi.org
"Rasuna Office Park 3rd floor III WO. 06-09, Komplek Rasuna Epicentrum Jl. H.R. Rasuna Said Kuningan
Jakarta 12960 - DKI JAKARTA",,021-83704703,Indonesia,"['Rasuna Office Park 3rd floor III WO. 06-09, Komplek Rasuna Epicentrum Jl. H.R. Rasuna Said Kuningan', 'Jakarta 12960 - DKI JAKARTA', 'Ph. 021-83704703; 9393890 Fax. 021-83704733', 'Email: info@apeksi.or.id', 'Web: www.apeksi.or.id']",info@apeksi.or.id,Asosiasi Pemerintah Kota Seluruh Indonesia(APEKSI),www.apeksi.or.id
"Jl. Waru Pangkalan Jati V No. 20 RT 03/05, Kel. Cipinang Melayu, Kec. Makasar
Jakarta 13620 - DKI JAKARTA",,021- 29486890,Indonesia,"['Jl. Waru Pangkalan Jati V No. 20 RT 03/05, Kel. Cipinang Melayu, Kec. Makasar', 'Jakarta 13620 - DKI JAKARTA', 'Ph. 021- 29486890 Fax. 021- 86611757', 'Email: asppuk@indo.net.; sekretariat@asppuk.or.id', 'Web: www.asppuk.or.id']",asppuk@indo.net.; sekretariat@asppuk.or.id,Asosiasi Pendamping Perempuan Usaha Kecil(ASPPUK),www.asppuk.or.id
"Jl. Veteran I No. 27
Jakarta 1011 - DKI JAKARTA",,021- 3511 127,Indonesia,"['Jl. Veteran I No. 27', 'Jakarta 1011 - DKI JAKARTA', 'Ph. 021- 3511 127 Fax. 021- 3511 127', 'Email: info@indonesianheritage.info', 'Web: www.indonesianheritage.info']",info@indonesianheritage.info,Badan Pelestari Pusaka Indonesia(BPPI),www.indonesianheritage.info
"Jl. Gunung Sahari III/7
Jakarta 10610 - DKI JAKARTA",,021- 4204402,Indonesia,"['Jl. Gunung Sahari III/7', 'Jakarta 10610 - DKI JAKARTA', 'Ph. 021- 4204402; 08158117541 Fax. 021- 4204404', 'Email: anabudirayahu@yahoo.com', 'Web: www.binaswadayakonsultan.com']",anabudirayahu@yahoo.com,Bina Swadaya Konsultan(Bina Swadaya),www.binaswadayakonsultan.com
"Jl. Condet Raya No.8 Balekambang Kramatjati
Jakarta 13530 - DKI JAKARTA",,021-29373477,Indonesia,"['Jl. Condet Raya No.8 Balekambang Kramatjati', 'Jakarta 13530 - DKI JAKARTA', 'Ph. 021-29373477; 082122337549 Fax. 021-29373477', 'Email: humas@bsmi.or.id', 'Web: www.bsmi.or.id']",humas@bsmi.or.id,Bulan Sabit Merah Indonesia(BSMI),www.bsmi.or.id
"Komplek Bermis
Jl. Mawar no.22
Kelapa Gading
Jakarta - DKI JAKARTA",,021-4226429,Indonesia,"['Komplek Bermis\nJl. Mawar no.22\nKelapa Gading', 'Jakarta - DKI JAKARTA', 'Ph. 021-4226429; 4533646 Fax. 021-4226429;4533646', 'Email: cimw@cbn.net.id']",cimw@cbn.net.id,Center for Indonesia Migran Worker(CIMW),
"Jl. Tebet Barat Dalam No.76 A
Jakarta 12810 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-22983998,Indonesia,"['Jl. Tebet Barat Dalam No.76 A', 'Jakarta 12810 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-22983998 ', 'Email: info@coreindonesia.org', 'Web: www.coreindonesia.org']",info@coreindonesia.org,Center of Reform on Economics(Core Indonesia),www.coreindonesia.org
"Jl. Pisangan Baru Timur 2A
Matraman
Jakarta 13110 - DKI JAKARTA",,021-85911009,Indonesia,"['Jl. Pisangan Baru Timur 2A\nMatraman', 'Jakarta 13110 - DKI JAKARTA', 'Ph. 021-85911009 Fax. 021-85909885', 'Email: cmm_curhat@yahoo.com', 'Web: www.centramuda.org']",cmm_curhat@yahoo.com,Centra Mitra Muda(CMM),www.centramuda.org
"Jl. Cikini Kecil No 10,
Lantai 4
Jakarta 10330 KOTA JAKARTA PUSAT - DKI JAKARTA",,021-3147570,Indonesia,"['Jl. Cikini Kecil No 10,\nLantai 4', 'Jakarta 10330 KOTA JAKARTA PUSAT - DKI JAKARTA', 'Ph. 021-3147570 Fax. 021-31907612', 'Email: secretariat@cisdi.org', 'Web: www.cisdi.org']",secretariat@cisdi.org,centre for Indonesia Strategic Development Initiative(CISDI),www.cisdi.org
"Kompleks Harmoni Plaza Blok B-5
Jl. Suryopranoto No. 2, Harmoni
Jakarta 10130 KOTA JAKARTA PUSAT - DKI JAKARTA",,021-63861921,Indonesia,"['Kompleks Harmoni Plaza Blok B-5\nJl. Suryopranoto No. 2, Harmoni', 'Jakarta 10130 KOTA JAKARTA PUSAT - DKI JAKARTA', 'Ph. 021-63861921 Fax. 021-63861921', 'Email: office@cipg.or.id', 'Web: www.cipg.or.id']",office@cipg.or.id,Centre for Innovation Policy and Governance(CIPG),www.cipg.or.id
"Pakarti Centre Building
Jl. Tanah Abang 3 No. 23-27
Jakarta 10160 - DKI JAKARTA",,021-3865532,Indonesia,"['Pakarti Centre Building\nJl. Tanah Abang 3 No. 23-27', 'Jakarta 10160 - DKI JAKARTA', 'Ph. 021-3865532 Fax. 021-3865532', 'Email: csis@csis.or.id', 'Web: www.csis.or.id']",csis@csis.or.id,Centre for Strategic and International Studies(CSIS),www.csis.or.id
"Jl. Taman Margasatwa No.26 Blok E
Pasar Minggu
Jakarta 12550 - DKI JAKARTA",,021-78842282,Indonesia,"['Jl. Taman Margasatwa No.26 Blok E\nPasar Minggu', 'Jakarta 12550 - DKI JAKARTA', 'Ph. 021-78842282 Fax. 021-78842269', 'Email: office@indonesia.childfund.org']",office@indonesia.childfund.org,ChildFund Indonesia(ChildFund),
"Jl. Alam Segar VIII No.14
Jakarta 12310 - DKI JAKARTA",,021-29124785,Indonesia,"['Jl. Alam Segar VIII No.14', 'Jakarta 12310 - DKI JAKARTA', 'Ph. 021-29124785 Fax. 021-29124786', 'Email: info@cwsindonesia.or.id', 'Web: www.cwsindonesia.or.id']",info@cwsindonesia.or.id,Church World Service Indonesia(CWS Indonesia),www.cwsindonesia.or.id
"Jl Munggang No.6 RT.10/RW.04 Kelurahan Condet Balekambang
Kecamatan Kramat Jati
Jakarta Timur - DKI JAKARTA",,021-71140277,Indonesia,"['Jl Munggang No.6 RT.10/RW.04 Kelurahan Condet Balekambang\nKecamatan Kramat Jati', 'Jakarta Timur - DKI JAKARTA', 'Ph. 021-71140277; 081212125108 (Sudirman) ', 'Email: komunitasciliwung@yahoo.com', 'Web: www.ciliwunginstitute.org']",komunitasciliwung@yahoo.com,Ciliwung Institute(Ciliwung Institute),www.ciliwunginstitute.org
"Jl. Kebon Pala II No. 7C, RT 004 / RW04
Kelurahan. Kp. Melayu, Kecamatan Jatinegara
Jakarta 13320 KOTA JAKARTA TIMUR - DKI JAKARTA",,021-85900310,Indonesia,"['Jl. Kebon Pala II No. 7C, RT 004 / RW04\nKelurahan. Kp. Melayu, Kecamatan Jatinegara', 'Jakarta 13320 KOTA JAKARTA TIMUR - DKI JAKARTA', 'Ph. 021-85900310 ', 'Email: ciliwung@cbn.net.id']",ciliwung@cbn.net.id,Ciliwung Merdeka(CM),
"Ariobimo Sentral 4th floor
Jl. H.R. Rasuna Said Kav X-2 No. 5
Jakarta 12950 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-52909113,Indonesia,"['Ariobimo Sentral 4th floor\nJl. H.R. Rasuna Said Kav X-2 No. 5', 'Jakarta 12950 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-52909113 Fax. 021-2525760', 'Web: www.ccphi.org']",,Company - Community Partnership for Health in Indonesia(CCPHI),www.ccphi.org
"Jl. Permata Hijau Raya Blok D1 No.4 (Gedung HERO lt 4)
Jakarta 12210 - DKI JAKARTA",,085215100573,Indonesia,"['Jl. Permata Hijau Raya Blok D1 No.4 (Gedung HERO lt 4)', 'Jakarta 12210 - DKI JAKARTA', 'Ph. 085215100573 ', 'Email: yyncredo@gmail.com', 'Web: www.credofoundation.org']",yyncredo@gmail.com,Creative Education Indonesia Foundation(Credo),www.credofoundation.org
"ITC Duta Mas Fatmawati BLOK B1/12
Jl. RS. Fatmawati 39
Jakarta 12150 - DKI JAKARTA",,021-7248884,Indonesia,"['ITC Duta Mas Fatmawati BLOK B1/12\nJl. RS. Fatmawati 39', 'Jakarta 12150 - DKI JAKARTA', 'Ph. 021-7248884, 7248885 Fax. 021-7204367', 'Email: dml@dml.or.id; info@dml.or.id', 'Web: www.dml.or.id']",dml@dml.or.id; info@dml.or.id,Dana Mitra Lingkungan(DML),www.dml.or.id
"Gedung SME Tower Lantai 10
Jl. Jenderal Gatot Subroto Kav. 94
Jakarta Selatan, 12780
Indonesia
Phone : 021-7981872 / 79181105
Fax: 021-7981409
Email : info@dfw.or.id
Jakarta 12780 - DKI JAKARTA",,021-7981872,Indonesia,"['Gedung SME Tower Lantai 10\nJl. Jenderal Gatot Subroto Kav. 94\nJakarta Selatan, 12780\nIndonesia\nPhone : 021-7981872 / 79181105\nFax: 021-7981409\nEmail : info@dfw.or.id', 'Jakarta 12780 - DKI JAKARTA', 'Ph. 021-7981872 ; 79181105 Fax. 021-7981409', 'Email: info@dfw.or.id', 'Web: www.dfw.or.id']",info@dfw.or.id,Destructive Fishing Watch Indonesia(DFW Indonesia),www.dfw.or.id
"Jl. Tanah Abang Timur No.15
Jakarta 10110 - DKI JAKARTA",,021-3844718,Indonesia,"['Jl. Tanah Abang Timur No.15', 'Jakarta 10110 - DKI JAKARTA', 'Ph. 021-3844718, 0818773917; 34550863 Fax. 021-3420963', 'Email: info@dniks.or.id', 'Web: www.dniks.or.id']",info@dniks.or.id,Dewan Nasional Indonesia untuk Kesejahteraan(DNIKS),www.dniks.or.id
"Jl. Buncit Raya Ujung No.18
Jakarta 12540 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-7821292,Indonesia,"['Jl. Buncit Raya Ujung No.18', 'Jakarta 12540 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-7821292 Fax. 021-7821333', 'Web: www.dompetduafa.org']",,Dompet Dhuafa Republika(Dompet Dhuafa),www.dompetduafa.org
"Komplek Kalibata Indah - Lobi-lobi U19
Jalan Rawajati Timur Pancoran
Jakarta 12750 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-7943719,Indonesia,"['Komplek Kalibata Indah - Lobi-lobi U19\nJalan Rawajati Timur Pancoran', 'Jakarta 12750 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-7943719 Fax. 021-7943719', 'Email: secretariat@ecpatindonesia.org', 'Web: www.ecpatindonesia.org']",secretariat@ecpatindonesia.org,"End Child Prostitution, Child Pornography, and Trafficking of Children for Sexual Purpose(ECPAT Indonesia)",www.ecpatindonesia.org
"Jl. Jati Padang Raya No. 25
Jakarta 12540 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-78832167,Indonesia,"['Jl. Jati Padang Raya No. 25', 'Jakarta 12540 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-78832167 Fax. 021-78830500', 'Email: epistema@epistema.or.id', 'Web: www.epistema.or.id']",epistema@epistema.or.id,Epistema Institute(Epistema),www.epistema.or.id
"Komplek TNI AL, Jalan Teluk Peleng 87 A
No. 87 A Rawa Bambu - Pasar Minggu
Jakarta 12520 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-7820479,Indonesia,"['Komplek TNI AL, Jalan Teluk Peleng 87 A\nNo. 87 A Rawa Bambu - Pasar Minggu', 'Jakarta 12520 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-7820479 Fax. 021-33101515', 'Email: fieldind@indosat.net.id', 'Web: www.field-indonesia.org']",fieldind@indosat.net.id,Farmer Initiatives for Ecological Livelihoods and Democracy Indonesia(Field Indonesia),www.field-indonesia.org
"Gedung Cawang, Kencana Lantai 5, JL Letjen Sutoyo, Kavling 22, Cililitan
Jakarta 13630 KOTA JAKARTA TIMUR - DKI JAKARTA",,021 800 2591,Indonesia,"['Gedung Cawang, Kencana Lantai 5, JL Letjen Sutoyo, Kavling 22, Cililitan', 'Jakarta 13630 KOTA JAKARTA TIMUR - DKI JAKARTA', 'Ph. 021 800 2591 ', 'Email: fnukcm@gmail.com']",fnukcm@gmail.com,Federasi Nasional Kesejahteraan Disabilitas Intelektual(FNKDI),
"Ford Foundation
Sequis Center, 11th Floor
Jl. Jend. Sudirman 71
Jakarta 12190 - DKI JAKARTA",,021-2524073,Indonesia,"['Ford Foundation\nSequis Center, 11th Floor\nJl. Jend. Sudirman 71', 'Jakarta 12190 - DKI JAKARTA', 'Ph. 021-2524073 Fax. 021-2523681', 'Email: ffjakarta@fordfoundation.org']",ffjakarta@fordfoundation.org,Ford Foundation(FF),
"Jl. Lapangan 1 Komplek Duren Sawet Asri
Kav 1 No.2A Rawa Domba
Jakarta 13440 - DKI JAKARTA",,021-86603787,Indonesia,"['Jl. Lapangan 1 Komplek Duren Sawet Asri\nKav 1 No.2A Rawa Domba', 'Jakarta 13440 - DKI JAKARTA', 'Ph. 021-86603787 Fax. 021-86603787', 'Email: famm.indonesia@gmail.com', 'Web: www.famm.or.id']",famm.indonesia@gmail.com,Forum Aktivis Perempuan Muda Indonesia(FAMM Indonesia),www.famm.or.id
"Jl. H. Saidi No.69 RT 007/05 Tanjung Barat
Jakarta 12530 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-78840373,Indonesia,"['Jl. H. Saidi No.69 RT 007/05 Tanjung Barat', 'Jakarta 12530 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-78840373 Fax. 021-78840373', 'Email: info@forumlenteng,org', 'Web: www.forumlenteng.org']","info@forumlenteng,org",Forum Lenteng(Forum Lenteng),www.forumlenteng.org
"Gedung PPTI-Lantai 3, 
Jl. Sultan Iskandar Muda, No.66A
Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA",,021-7397494,Indonesia,"['Gedung PPTI-Lantai 3, \nJl. Sultan Iskandar Muda, No.66A', 'Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-7397494 ', 'Email: admin@stoptbindonesia.org', 'Web: www.stoptnindonesia.org']",admin@stoptbindonesia.org,Forum Stop TB Partnership Indonesia(FSTPI),www.stoptnindonesia.org
"Jl. Panca Warga IV No.44 RT 003/07
Cipinang Muara
Jakarta 13420 KOTA JAKARTA TIMUR - DKI JAKARTA",,021- 8569008,Indonesia,"['Jl. Panca Warga IV No.44 RT 003/07\nCipinang Muara', 'Jakarta 13420 KOTA JAKARTA TIMUR - DKI JAKARTA', 'Ph. 021- 8569008 Fax. 021- 8569008', 'Email: contact@fakta.or.id']",contact@fakta.or.id,Forum Warga Kota Jakarta(Fakta),
"Jl. Kemang Selatan II No. 2A
Jakarta 12730 - DKI JAKARTA",,021- 7193711,Indonesia,"['Jl. Kemang Selatan II No. 2A', 'Jakarta 12730 - DKI JAKARTA', 'Ph. 021- 7193711 Fax. 021-  71791358', 'Email: info@fes.or.id', 'Web: www.fes.or.id']",info@fes.or.id,Friedrich Ebert Stiftung(FES),www.fes.or.id
"JJl. Kertanegara No.51
Kebayoran Baru
Jakarta 12110 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-7256012,Indonesia,"['JJl. Kertanegara No.51\nKebayoran Baru', 'Jakarta 12110 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-7256012/13 Fax. 021-72799539', 'Email: jakarta@fnst.org', 'Web: www.fnst.org']",jakarta@fnst.org,Friedrich Naumann Stiftung Foundation(FNST),www.fnst.org
"Jl. Tebet Dalam IC No.3
Jakarta 12820 - DKI JAKARTA",,021-22983652,Indonesia,"['Jl. Tebet Dalam IC No.3', 'Jakarta 12820 - DKI JAKARTA', 'Ph. 021-22983652; 082233607289 ', 'Email: pp@fnbi.or.id', 'Web: www.fnbi.or.id']",pp@fnbi.or.id,Front Nasional Perjuangan Buruh Indonesia(FNPBI),www.fnbi.or.id
"Komplek Kejaksaan Agung Republik Indonesia (Kejagung RI) Blok i No.4, RT 009/003, Pasar Minggu
Jl. Raya Ragunan Pasar Minggu
Jakarta 12520 KOTA JAKARTA SELATAN - DKI JAKARTA",,,Indonesia,"['Komplek Kejaksaan Agung Republik Indonesia (Kejagung RI) Blok i No.4, RT 009/003, Pasar Minggu\nJl. Raya Ragunan Pasar Minggu', 'Jakarta 12520 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Email: gsbi_pusat@yahoo.com; infogsbi@gmail.com', 'Web: www.infogsbi.org']",gsbi_pusat@yahoo.com; infogsbi@gmail.com,Gabungan Serikat  Buruh Indonesia(GSBI),www.infogsbi.org
"Intiland Tower, Lantai 19
Jl. Jend. Sudirman Kav. 32
Jakarta 10220 KOTA JAKARTA PUSAT - DKI JAKARTA",,021-5795 6807,Indonesia,"['Intiland Tower, Lantai 19\nJl. Jend. Sudirman Kav. 32', 'Jakarta 10220 KOTA JAKARTA PUSAT - DKI JAKARTA', 'Ph. 021-5795 6807 Fax. 021-5795 6807', 'Web: www.agendaasia.org']",,General Jaringan Pemilu untuk Akses Penyandang Cacat(Agenda),www.agendaasia.org
"Jl ketapang no 20
Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA",,08119409251,Indonesia,"['Jl ketapang no 20', 'Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 08119409251 ', 'Web: //www.facebook.com/jakartaundergroundreviva']",,Generasi Anak Panah Indonesia Bersinar(GAPIB),//www.facebook.com/jakartaundergroundreviva
"Level 38, Tower A, Kota Kasablanka, Jalan Casablanca Raya, Kav 38
Jakarta 12870 KOTA JAKARTA SELATAN - DKI JAKARTA",,085716779704,Indonesia,"['Level 38, Tower A, Kota Kasablanka, Jalan Casablanca Raya, Kav 38', 'Jakarta 12870 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 085716779704 ', 'Email: nuahptarigan@gmail.com', 'Web: www.pedulidisabilitas.org']",nuahptarigan@gmail.com,Gerakan Pedui Disabilitas dan Lepra Indonesia(GPDLI),www.pedulidisabilitas.org
"Jl. Ranco Indah Dalam No. 47
BC RT 005/RW 06 Tanjung Barat
Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA",,081807900275,Indonesia,"['Jl. Ranco Indah Dalam No. 47\nBC RT 005/RW 06 Tanjung Barat', 'Jakarta KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 081807900275; 08176733250 (SMS) ', 'Web: www.gerkatin.com']",,Gerakan untuk Kesejahteraan Tunarungu Indonesia(Gerkatin),www.gerkatin.com
"Mega Plaza Building  Lt.5 
Jl. Rasuna Said Kav.C3 Kuningan
Jakarta 12920 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-5212552,Indonesia,"['Mega Plaza Building  Lt.5 \nJl. Rasuna Said Kav.C3 Kuningan', 'Jakarta 12920 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-5212552 Fax. 021-83781702', 'Email: info.id@greenpeace.org', 'Web: www.greenpeace.org']",info.id@greenpeace.org,Greenpeace Indonesia(Greenpeace),www.greenpeace.org
"Komplek Bukit Gading Indah, Blok V/18-19
Jln. Bukit Gading Raya, Kelapa Gading
Jakarta 14240 KOTA JAKARTA UTARA - DKI JAKARTA",,021-29574249,Indonesia,"['Komplek Bukit Gading Indah, Blok V/18-19\nJln. Bukit Gading Raya, Kelapa Gading', 'Jakarta 14240 KOTA JAKARTA UTARA - DKI JAKARTA', 'Ph. 021-29574249 Fax. 021--29574250', 'Email: bagus.wicaksono@gnindonesia.org; info@indonesia.org', 'Web: www.gnindonesia.org']",bagus.wicaksono@gnindonesia.org; info@indonesia.org,Gugah Nurani Indonesia(GNI),www.gnindonesia.org
"Jl. Kemang Selatan no.98
Jakarta 12560 - DKI JAKARTA",,021-7817211,Indonesia,"['Jl. Kemang Selatan no.98', 'Jakarta 12560 - DKI JAKARTA', 'Ph. 021-7817211 Fax. 021-7817212', 'Email: thc@habibicenter.or.id', 'Web: www.thehabibicenter.or.id']",thc@habibicenter.or.id,Habibi Center(Habibi Center),www.thehabibicenter.or.id
"The Belezza Shopping Arcade Lt.II Unit 25-27
Jl. Letjend Soepeno No. 34 - Arteri Permata Hijau
Jakarta 12210 - DKI JAKARTA",,021-29916074,Indonesia,"['The Belezza Shopping Arcade Lt.II Unit 25-27\nJl. Letjend Soepeno No. 34 - Arteri Permata Hijau', 'Jakarta 12210 - DKI JAKARTA', 'Ph. 021-29916074 Fax. 021-29916164', 'Email: habitat@habitatindonesia.org']",habitat@habitatindonesia.org,Habitat for Humanity Indonesia(HFH Indonesia),
"Menara Cakrawala (Skyline Building), 9th Floor
Jl.M.H. Thamrin 9
Jakarta 10340 - DKI JAKARTA",,021-3902369,Indonesia,"['Menara Cakrawala (Skyline Building), 9th Floor\nJl.M.H. Thamrin 9', 'Jakarta 10340 - DKI JAKARTA', 'Ph. 021-3902369 Fax. 021-3902381', 'Email: hsfindo@hsfindo.org', 'Web: http://www.hss.de/southeastasia/en/indonesia/our-work-in-indonesia.html']",hsfindo@hsfindo.org,Hanns Seidei Foundation Indonesia(Hanns Seidei),http://www.hss.de/southeastasia/en/indonesia/our-work-in-indonesia.html
"Jalan Taman Marga Satwa Raya No. 26B, RT.5/RW.1, Ragunan, Pasar Minggu, RT.5/RW.1, Ragunan, Ps. Minggu
Jakarta 12540 KOTA JAKARTA SELATAN - DKI JAKARTA",,021-7822286,Indonesia,"['Jalan Taman Marga Satwa Raya No. 26B, RT.5/RW.1, Ragunan, Pasar Minggu, RT.5/RW.1, Ragunan, Ps. Minggu', 'Jakarta 12540 KOTA JAKARTA SELATAN - DKI JAKARTA', 'Ph. 021-7822286 Fax. 021-7822286', 'Email: gisisari.bestari@wur.nl']",gisisari.bestari@wur.nl,Hellen Keller International Indonesia(HKI Indonesia),
